Planta,Producto,DescrProducto,Dia,Inventario,Abasto tránsito,Demanda
Tepic,10042669,Bco CPC30R 25k,8,42,0,0
Tepic,10042669,Bco CPC30R 25k,9,42,0,0
Tepic,10042669,Bco CPC30R 25k,10,42,9,0
Tepic,10042669,Bco CPC30R 25k,11,42,9,1
Tepic,10042669,Bco CPC30R 25k,12,50,0,1
Tepic,10042669,Bco CPC30R 25k,13,49,0,1
Tepic,10042669,Bco CPC30R 25k,14,48,0,0
Tepic,10042669,Bco CPC30R 25k,15,48,0,0
Tepic,10042669,Bco CPC30R 25k,16,48,0,0
Tepic,10042669,Bco CPC30R 25k,17,48,0,0
Tepic,10042669,Bco CPC30R 25k,18,48,0,0
Tepic,10042669,Bco CPC30R 25k,19,48,0,1
Tepic,10042669,Bco CPC30R 25k,20,47,0,1
Tepic,10042669,Bco CPC30R 25k,21,46,0,3
Tepic,10042669,Bco CPC30R 25k,22,43,0,2
Tepic,10042669,Bco CPC30R 25k,23,41,0,1
Tepic,10042669,Bco CPC30R 25k,24,40,0,0
Tepic,10042669,Bco CPC30R 25k,25,40,0,1
Tepic,10042669,Bco CPC30R 25k,26,39,0,1
Tepic,10042669,Bco CPC30R 25k,27,39,0,0
Tepic,10042669,Bco CPC30R 25k,28,39,0,0
Tepic,10042669,Bco CPC30R 25k,29,39,18,0
Tepic,10042669,Bco CPC30R 25k,30,39,18,0
Tepic,10042669,Bco CPC30R 25k,31,39,18,0
Tepic,10042668,Bco CPC30R 50k,1,53,0,0
Tepic,10042668,Bco CPC30R 50k,2,53,0,0
Tepic,10042668,Bco CPC30R 50k,3,53,0,0
Tepic,10042668,Bco CPC30R 50k,4,53,0,0
Tepic,10042668,Bco CPC30R 50k,5,53,0,0
Tepic,10042668,Bco CPC30R 50k,6,53,0,0
Tepic,10042668,Bco CPC30R 50k,7,53,0,0
Tepic,10042668,Bco CPC30R 50k,8,53,0,0
Tepic,10042668,Bco CPC30R 50k,9,53,0,0
Tepic,10042668,Bco CPC30R 50k,10,53,0,0
Tepic,10042668,Bco CPC30R 50k,11,53,0,0
Tepic,10042668,Bco CPC30R 50k,12,53,0,6
Tepic,10042668,Bco CPC30R 50k,13,47,0,1
Tepic,10042668,Bco CPC30R 50k,14,46,0,0
Tepic,10042668,Bco CPC30R 50k,15,46,0,3
Tepic,10042668,Bco CPC30R 50k,16,43,0,0
Tepic,10042668,Bco CPC30R 50k,17,43,0,0
Tepic,10042668,Bco CPC30R 50k,18,43,0,0
Tepic,10042668,Bco CPC30R 50k,19,43,0,0
Tepic,10042668,Bco CPC30R 50k,20,43,0,0
Tepic,10042668,Bco CPC30R 50k,21,43,0,0
Tepic,10042668,Bco CPC30R 50k,22,43,0,1
Tepic,10042668,Bco CPC30R 50k,23,43,0,1
Tepic,10042668,Bco CPC30R 50k,24,42,0,0
Tepic,10042668,Bco CPC30R 50k,25,42,0,0
Tepic,10042668,Bco CPC30R 50k,26,42,0,0
Tepic,10042668,Bco CPC30R 50k,27,42,0,0
Tepic,10042668,Bco CPC30R 50k,28,42,0,0
Tepic,10042668,Bco CPC30R 50k,29,42,0,0
Tepic,10042668,Bco CPC30R 50k,30,42,0,0
Tepic,10042668,Bco CPC30R 50k,31,42,0,0
Tepic,10003053,Multiplast 40.0k,1,9,31,21
Tepic,10003053,Multiplast 40.0k,2,19,35,2
Tepic,10003053,Multiplast 40.0k,3,52,0,0
Tepic,10003053,Multiplast 40.0k,4,52,0,0
Tepic,10003053,Multiplast 40.0k,5,52,0,8
Tepic,10003053,Multiplast 40.0k,6,44,0,22
Tepic,10003053,Multiplast 40.0k,7,22,35,4
Tepic,10003053,Multiplast 40.0k,8,53,0,1
Tepic,10003053,Multiplast 40.0k,9,52,0,1
Tepic,10003053,Multiplast 40.0k,10,51,9,0
Tepic,10003053,Multiplast 40.0k,11,51,9,5
Tepic,10003053,Multiplast 40.0k,12,55,0,18
Tepic,10003053,Multiplast 40.0k,13,72,0,2
Tepic,10003053,Multiplast 40.0k,14,70,0,9
Tepic,10003053,Multiplast 40.0k,15,61,0,27
Tepic,10003053,Multiplast 40.0k,16,34,35,2
Tepic,10003053,Multiplast 40.0k,17,68,7,0
Tepic,10003053,Multiplast 40.0k,18,68,7,0
Tepic,10003053,Multiplast 40.0k,19,68,7,3
Tepic,10003053,Multiplast 40.0k,20,71,0,2
Tepic,10003053,Multiplast 40.0k,21,70,0,4
Tepic,10003053,Multiplast 40.0k,22,66,0,30
Tepic,10003053,Multiplast 40.0k,23,35,0,6
Tepic,10003053,Multiplast 40.0k,24,29,35,0
Tepic,10003053,Multiplast 40.0k,25,29,35,52
Tepic,10003053,Multiplast 40.0k,26,13,0,2
Tepic,10003053,Multiplast 40.0k,27,11,35,0
Tepic,10003053,Multiplast 40.0k,28,46,0,0
Tepic,10003053,Multiplast 40.0k,29,63,18,0
Tepic,10003053,Multiplast 40.0k,30,63,18,0
Tepic,10003053,Multiplast 40.0k,31,63,18,0
Tepic,10000955,Bco CPC30R BB,1,11,0,0
Tepic,10000955,Bco CPC30R BB,2,11,0,0
Tepic,10000955,Bco CPC30R BB,3,11,0,11
Tepic,10000926,CPC40R BB,1,93,0,6
Tepic,10000926,CPC40R BB,2,87,0,2
Tepic,10000926,CPC40R BB,3,85,0,20
Tepic,10000926,CPC40R BB,4,101,0,0
Tepic,10000926,CPC40R BB,5,101,0,12
Tepic,10000926,CPC40R BB,6,89,0,0
Tepic,10000926,CPC40R BB,7,89,0,0
Tepic,10000926,CPC40R BB,8,89,0,8
Tepic,10000926,CPC40R BB,9,81,0,16
Tepic,10000926,CPC40R BB,10,97,0,20
Tepic,10000926,CPC40R BB,11,77,0,38
Tepic,10000926,CPC40R BB,12,40,0,6
Tepic,10000926,CPC40R BB,13,34,0,0
Tepic,10000926,CPC40R BB,14,67,0,0
Tepic,10000926,CPC40R BB,15,67,0,20
Tepic,10000926,CPC40R BB,16,47,0,22
Tepic,10000926,CPC40R BB,17,25,0,0
Tepic,10000926,CPC40R BB,18,25,36,21
Tepic,10000926,CPC40R BB,19,40,0,6
Tepic,10000926,CPC40R BB,20,34,0,0
Tepic,10000926,CPC40R BB,21,34,0,0
Tepic,10000926,CPC40R BB,22,34,0,12
Tepic,10000926,CPC40R BB,23,22,0,0
Tepic,10000926,CPC40R BB,24,54,0,22
Tepic,10000926,CPC40R BB,25,68,0,16
Tepic,10000926,CPC40R BB,26,84,0,38
Tepic,10000926,CPC40R BB,27,46,0,2
Tepic,10000926,CPC40R BB,28,44,0,0
Tepic,10000926,CPC40R BB,29,44,0,16
Tepic,10000926,CPC40R BB,30,64,48,2
Tepic,10000920,Mortero 50k,1,294,0,64
Tepic,10000920,Mortero 50k,2,303,0,178
Tepic,10000920,Mortero 50k,3,196,38,123
Tepic,10000920,Mortero 50k,4,162,76,135
Tepic,10000920,Mortero 50k,5,103,38,157
Tepic,10000920,Mortero 50k,6,22,112,68
Tepic,10000920,Mortero 50k,7,142,174,0
Tepic,10000920,Mortero 50k,8,142,174,91
Tepic,10000920,Mortero 50k,9,224,50,68
Tepic,10000920,Mortero 50k,10,257,0,70
Tepic,10000920,Mortero 50k,11,187,88,133
Tepic,10000920,Mortero 50k,12,193,52,107
Tepic,10000920,Mortero 50k,13,188,0,31
Tepic,10000920,Mortero 50k,14,209,0,0
Tepic,10000920,Mortero 50k,15,209,0,86
Tepic,10000920,Mortero 50k,16,170,0,114
Tepic,10000920,Mortero 50k,17,94,86,56
Tepic,10000920,Mortero 50k,18,225,50,74
Tepic,10000920,Mortero 50k,19,289,36,86
Tepic,10000920,Mortero 50k,20,277,0,78
Tepic,10000920,Mortero 50k,21,199,0,0
Tepic,10000920,Mortero 50k,22,199,0,104
Tepic,10000920,Mortero 50k,23,96,36,131
Tepic,10000920,Mortero 50k,24,138,0,101
Tepic,10000920,Mortero 50k,25,211,38,80
Tepic,10000920,Mortero 50k,26,257,0,88
Tepic,10000920,Mortero 50k,27,170,0,32
Tepic,10000920,Mortero 50k,28,138,0,0
Tepic,10000920,Mortero 50k,29,138,0,89
Tepic,10000920,Mortero 50k,30,99,86,75
Tepic,10001053,CPC30R 50k,1,27,0,0
Tepic,10001053,CPC30R 50k,2,27,0,0
Tepic,10001053,CPC30R 50k,3,27,0,0
Tepic,10001053,CPC30R 50k,4,27,0,9
Tepic,10001053,CPC30R 50k,5,19,0,0
Tepic,10001053,CPC30R 50k,6,19,0,0
Tepic,10001053,CPC30R 50k,7,19,0,0
Tepic,10001053,CPC30R 50k,8,19,0,0
Tepic,10001053,CPC30R 50k,9,19,0,13
Tepic,10001053,CPC30R 50k,10,6,0,0
Tepic,10001053,CPC30R 50k,11,6,0,0
Tepic,10001053,CPC30R 50k,12,6,0,10
Tepic,10001053,CPC30R 50k,13,0,0,0
Tepic,10001053,CPC30R 50k,14,0,0,0
Tepic,10001053,CPC30R 50k,15,0,0,0
Tepic,10001053,CPC30R 50k,16,0,0,0
Tepic,10001053,CPC30R 50k,17,0,0,0
Tepic,10001053,CPC30R 50k,18,0,0,0
Tepic,10001053,CPC30R 50k,19,0,0,0
Tepic,10001053,CPC30R 50k,20,0,0,0
Tepic,10001053,CPC30R 50k,21,0,0,0
Tepic,10001053,CPC30R 50k,22,0,0,0
Tepic,10001053,CPC30R 50k,23,0,0,0
Tepic,10001053,CPC30R 50k,24,0,0,0
Tepic,10001053,CPC30R 50k,25,0,0,0
Tepic,10001053,CPC30R 50k,26,0,0,0
Tepic,10001053,CPC30R 50k,27,0,0,0
Tepic,10001053,CPC30R 50k,28,0,0,0
Tepic,10001053,CPC30R 50k,29,0,0,10
Tepic,10000969,Impercem 50k,1,36,0,0
Tepic,10000969,Impercem 50k,2,36,0,6
Tepic,10000969,Impercem 50k,3,30,0,1
Tepic,10000969,Impercem 50k,4,29,0,1
Tepic,10000969,Impercem 50k,5,28,0,3
Tepic,10000969,Impercem 50k,6,26,0,10
Tepic,10000969,Impercem 50k,7,16,0,0
Tepic,10000969,Impercem 50k,8,16,0,5
Tepic,10000969,Impercem 50k,9,11,36,0
Tepic,10000969,Impercem 50k,10,47,0,0
Tepic,10000969,Impercem 50k,11,47,0,0
Tepic,10000969,Impercem 50k,12,47,0,0
Tepic,10000969,Impercem 50k,13,47,0,0
Tepic,10000969,Impercem 50k,14,47,0,0
Tepic,10000969,Impercem 50k,15,47,0,20
Tepic,10000969,Impercem 50k,16,27,0,0
Tepic,10000969,Impercem 50k,17,27,0,8
Tepic,10000969,Impercem 50k,18,19,0,0
Tepic,10000969,Impercem 50k,19,19,0,2
Tepic,10000969,Impercem 50k,20,35,18,0
Tepic,10000969,Impercem 50k,21,53,0,0
Tepic,10000969,Impercem 50k,22,53,0,3
Tepic,10000969,Impercem 50k,23,50,0,2
Tepic,10000969,Impercem 50k,24,48,0,0
Tepic,10000969,Impercem 50k,25,48,0,0
Tepic,10000969,Impercem 50k,26,48,0,0
Tepic,10000969,Impercem 50k,27,48,0,0
Tepic,10000969,Impercem 50k,28,48,0,0
Tepic,10000969,Impercem 50k,29,48,0,0
Tepic,10000969,Impercem 50k,30,48,0,0
Tepic,10002066,CPC30R 50k,1,567,0,307
Tepic,10002066,CPC30R 50k,2,286,258,343
Tepic,10002066,CPC30R 50k,3,400,100,509
Tepic,10002066,CPC30R 50k,4,77,86,212
Tepic,10002066,CPC30R 50k,5,86,50,243
Tepic,10002066,CPC30R 50k,6,202,155,138
Tepic,10002066,CPC30R 50k,7,411,212,0
Tepic,10002066,CPC30R 50k,8,411,350,385
Tepic,10002066,CPC30R 50k,9,376,100,352
Tepic,10002066,CPC30R 50k,10,324,86,270
Tepic,10002066,CPC30R 50k,11,177,186,329
Tepic,10002066,CPC30R 50k,12,34,135,211
Tepic,10002066,CPC30R 50k,13,87,276,293
Tepic,10002066,CPC30R 50k,14,121,268,0
Tepic,10002066,CPC30R 50k,15,121,268,338
Tepic,10002066,CPC30R 50k,16,153,222,294
Tepic,10002066,CPC30R 50k,17,219,138,325
Tepic,10002066,CPC30R 50k,18,207,86,206
Tepic,10002066,CPC30R 50k,19,187,99,273
Tepic,10002066,CPC30R 50k,20,98,86,204
Tepic,10002066,CPC30R 50k,21,115,86,0
Tepic,10002066,CPC30R 50k,22,115,185,248
Tepic,10002066,CPC30R 50k,23,102,86,282
Tepic,10002066,CPC30R 50k,24,78,172,345
Tepic,10002066,CPC30R 50k,25,115,172,270
Tepic,10002066,CPC30R 50k,26,177,100,210
Tepic,10002066,CPC30R 50k,27,203,122,84
Tepic,10002066,CPC30R 50k,28,484,221,0
Tepic,10002066,CPC30R 50k,29,484,221,275
Tepic,10002066,CPC30R 50k,30,420,50,335
Tepic,10042669,Bco CPC30R 25k,1,39,18,0
Tepic,10042669,Bco CPC30R 25k,2,57,0,1
Tepic,10042669,Bco CPC30R 25k,3,56,0,2
Tepic,10042669,Bco CPC30R 25k,4,54,0,1
Tepic,10042669,Bco CPC30R 25k,5,53,0,4
Tepic,10042669,Bco CPC30R 25k,6,49,0,1
Tepic,10042669,Bco CPC30R 25k,7,48,0,0
Tepic,10042669,Bco CPC30R 25k,8,48,0,1
Tepic,10042669,Bco CPC30R 25k,9,47,0,0
Tepic,10042669,Bco CPC30R 25k,10,47,0,0
Tepic,10042669,Bco CPC30R 25k,11,47,0,3
Tepic,10042669,Bco CPC30R 25k,12,45,0,0
Tepic,10042669,Bco CPC30R 25k,13,45,0,0
Tepic,10042669,Bco CPC30R 25k,14,45,4,0
Tepic,10042669,Bco CPC30R 25k,15,45,4,2
Tepic,10042669,Bco CPC30R 25k,16,47,0,1
Tepic,10042669,Bco CPC30R 25k,17,46,0,1
Tepic,10042669,Bco CPC30R 25k,18,45,0,0
Tepic,10042669,Bco CPC30R 25k,19,45,0,1
Tepic,10042669,Bco CPC30R 25k,20,44,0,0
Tepic,10042669,Bco CPC30R 25k,21,44,0,0
Tepic,10042669,Bco CPC30R 25k,22,44,0,0
Tepic,10042669,Bco CPC30R 25k,23,44,0,0
Tepic,10042669,Bco CPC30R 25k,24,44,0,0
Tepic,10042669,Bco CPC30R 25k,25,44,0,0
Tepic,10042669,Bco CPC30R 25k,26,44,0,0
Tepic,10042669,Bco CPC30R 25k,27,44,0,0
Tepic,10042669,Bco CPC30R 25k,28,44,0,0
Tepic,10042669,Bco CPC30R 25k,29,44,0,0
Tepic,10042669,Bco CPC30R 25k,30,44,0,3
Tepic,10042668,Bco CPC30R 50k,1,42,0,0
Tepic,10042668,Bco CPC30R 50k,2,42,0,1
Tepic,10042668,Bco CPC30R 50k,3,41,0,0
Tepic,10042668,Bco CPC30R 50k,4,41,0,0
Tepic,10042668,Bco CPC30R 50k,5,41,0,0
Tepic,10042668,Bco CPC30R 50k,6,41,0,1
Tepic,10042668,Bco CPC30R 50k,7,41,0,0
Tepic,10042668,Bco CPC30R 50k,8,41,0,0
Tepic,10042668,Bco CPC30R 50k,9,41,0,0
Tepic,10042668,Bco CPC30R 50k,10,41,0,0
Tepic,10042668,Bco CPC30R 50k,11,41,0,0
Tepic,10042668,Bco CPC30R 50k,12,41,0,0
Tepic,10042668,Bco CPC30R 50k,13,41,0,0
Tepic,10042668,Bco CPC30R 50k,14,41,0,0
Tepic,10042668,Bco CPC30R 50k,15,41,0,0
Tepic,10042668,Bco CPC30R 50k,16,41,0,0
Tepic,10042668,Bco CPC30R 50k,17,41,0,0
Tepic,10042668,Bco CPC30R 50k,18,41,0,0
Tepic,10042668,Bco CPC30R 50k,19,41,0,0
Tepic,10042668,Bco CPC30R 50k,20,41,0,0
Tepic,10042668,Bco CPC30R 50k,21,41,0,0
Tepic,10042668,Bco CPC30R 50k,22,41,0,0
Tepic,10042668,Bco CPC30R 50k,23,41,0,0
Tepic,10042668,Bco CPC30R 50k,24,41,0,0
Tepic,10042668,Bco CPC30R 50k,25,41,0,0
Tepic,10042668,Bco CPC30R 50k,26,41,0,0
Tepic,10042668,Bco CPC30R 50k,27,41,0,0
Tepic,10042668,Bco CPC30R 50k,28,41,0,0
Tepic,10042668,Bco CPC30R 50k,29,41,0,0
Tepic,10042668,Bco CPC30R 50k,30,41,0,0
Tepic,10003053,Multiplast 40.0k,1,63,18,5
Tepic,10003053,Multiplast 40.0k,2,76,0,0
Tepic,10003053,Multiplast 40.0k,3,76,0,26
Tepic,10003053,Multiplast 40.0k,4,50,0,0
Tepic,10003053,Multiplast 40.0k,5,51,0,13
Tepic,10003053,Multiplast 40.0k,6,38,0,21
Tepic,10003053,Multiplast 40.0k,7,17,35,0
Tepic,10003053,Multiplast 40.0k,8,17,35,0
Tepic,10003053,Multiplast 40.0k,9,52,0,1
Tepic,10003053,Multiplast 40.0k,10,51,0,2
Tepic,10003053,Multiplast 40.0k,11,49,0,4
Tepic,10003053,Multiplast 40.0k,12,45,0,4
Tepic,10003053,Multiplast 40.0k,13,41,0,28
Tepic,10003053,Multiplast 40.0k,14,13,35,0
Tepic,10003053,Multiplast 40.0k,15,13,35,11
Tepic,10003053,Multiplast 40.0k,16,37,0,2
Tepic,10003053,Multiplast 40.0k,17,35,0,1
Tepic,10003053,Multiplast 40.0k,18,34,0,6
Tepic,10003053,Multiplast 40.0k,19,28,0,1
Tepic,10003053,Multiplast 40.0k,20,45,18,8
Tepic,10003053,Multiplast 40.0k,21,54,0,0
Tepic,10003053,Multiplast 40.0k,22,54,0,12
Tepic,10003053,Multiplast 40.0k,23,42,0,6
Tepic,10003053,Multiplast 40.0k,24,36,0,13
Tepic,10003053,Multiplast 40.0k,25,23,0,0
Tepic,10003053,Multiplast 40.0k,26,23,0,15
Tepic,10003053,Multiplast 40.0k,27,43,0,30
Tepic,10003053,Multiplast 40.0k,28,13,0,0
Tepic,10003053,Multiplast 40.0k,29,13,0,0
Tepic,10003053,Multiplast 40.0k,30,13,0,9
Tepic,10000926,CPC40R BB,1,110,0,0
Tepic,10000926,CPC40R BB,2,110,0,18
Tepic,10000926,CPC40R BB,3,122,0,21
Tepic,10000926,CPC40R BB,4,101,0,0
Tepic,10000926,CPC40R BB,5,101,0,0
Tepic,10000926,CPC40R BB,6,101,0,0
Tepic,10000926,CPC40R BB,7,101,0,19
Tepic,10000926,CPC40R BB,8,82,0,4
Tepic,10000926,CPC40R BB,9,114,0,20
Tepic,10000926,CPC40R BB,10,110,0,2
Tepic,10000926,CPC40R BB,11,108,0,0
Tepic,10000926,CPC40R BB,12,108,0,0
Tepic,10000926,CPC40R BB,13,108,0,4
Tepic,10000926,CPC40R BB,14,104,0,37
Tepic,10000926,CPC40R BB,15,66,0,2
Tepic,10000926,CPC40R BB,16,100,0,12
Tepic,10000926,CPC40R BB,17,88,0,12
Tepic,10000926,CPC40R BB,18,76,0,0
Tepic,10000926,CPC40R BB,19,76,0,0
Tepic,10000926,CPC40R BB,20,76,0,40
Tepic,10000926,CPC40R BB,21,36,36,3
Tepic,10000926,CPC40R BB,22,69,36,41
Tepic,10000926,CPC40R BB,23,64,31,0
Tepic,10000926,CPC40R BB,24,95,0,0
Tepic,10000926,CPC40R BB,25,95,0,0
Tepic,10000926,CPC40R BB,26,128,0,0
Tepic,10000926,CPC40R BB,27,128,0,34
Tepic,10000926,CPC40R BB,28,94,0,6
Tepic,10000926,CPC40R BB,29,89,0,0
Tepic,10000926,CPC40R BB,30,89,36,2
Tepic,10000926,CPC40R BB,31,123,0,0
Tepic,10000922,Mortero 25k,18,32,0,20
Tepic,10000922,Mortero 25k,19,48,0,0
Tepic,10000922,Mortero 25k,20,48,0,1
Tepic,10000922,Mortero 25k,21,47,0,9
Tepic,10000922,Mortero 25k,22,38,0,6
Tepic,10000922,Mortero 25k,23,32,0,14
Tepic,10000922,Mortero 25k,24,18,0,1
Tepic,10000922,Mortero 25k,25,18,0,12
Tepic,10000922,Mortero 25k,26,6,0,0
Tepic,10000922,Mortero 25k,27,6,0,0
Tepic,10000922,Mortero 25k,28,6,0,0
Tepic,10000922,Mortero 25k,29,6,0,6
Tepic,10000922,Mortero 25k,30,0,0,0
Tepic,10000922,Mortero 25k,31,0,0,0
Tepic,10000920,Mortero 50k,1,195,0,0
Tepic,10000920,Mortero 50k,2,195,36,115
Tepic,10000920,Mortero 50k,3,167,0,101
Tepic,10000920,Mortero 50k,4,174,74,66
Tepic,10000920,Mortero 50k,5,220,74,0
Tepic,10000920,Mortero 50k,6,220,74,159
Tepic,10000920,Mortero 50k,7,135,36,121
Tepic,10000920,Mortero 50k,8,138,88,113
Tepic,10000920,Mortero 50k,9,184,86,39
Tepic,10000920,Mortero 50k,10,232,0,93
Tepic,10000920,Mortero 50k,11,242,0,10
Tepic,10000920,Mortero 50k,12,282,140,0
Tepic,10000920,Mortero 50k,13,282,140,106
Tepic,10000920,Mortero 50k,14,365,0,75
Tepic,10000920,Mortero 50k,15,365,50,114
Tepic,10000920,Mortero 50k,16,339,0,109
Tepic,10000920,Mortero 50k,17,230,0,56
Tepic,10000920,Mortero 50k,18,174,0,40
Tepic,10000920,Mortero 50k,19,134,76,0
Tepic,10000920,Mortero 50k,20,134,76,45
Tepic,10000920,Mortero 50k,21,203,136,77
Tepic,10000920,Mortero 50k,22,300,50,99
Tepic,10000920,Mortero 50k,23,251,0,131
Tepic,10000920,Mortero 50k,24,120,0,117
Tepic,10000920,Mortero 50k,25,128,0,5
Tepic,10000920,Mortero 50k,26,161,76,0
Tepic,10000920,Mortero 50k,27,161,76,172
Tepic,10000920,Mortero 50k,28,103,88,179
Tepic,10000920,Mortero 50k,29,98,50,84
Tepic,10000920,Mortero 50k,30,114,0,94
Tepic,10000920,Mortero 50k,31,15,36,130
Tepic,10001053,CPC30R 50k,10,5,0,0
Tepic,10001053,CPC30R 50k,11,5,0,0
Tepic,10001053,CPC30R 50k,12,5,0,0
Tepic,10001053,CPC30R 50k,13,5,0,0
Tepic,10001053,CPC30R 50k,14,5,0,0
Tepic,10001053,CPC30R 50k,15,5,0,0
Tepic,10001053,CPC30R 50k,16,5,0,0
Tepic,10001053,CPC30R 50k,17,5,0,0
Tepic,10001053,CPC30R 50k,18,5,0,0
Tepic,10001053,CPC30R 50k,19,5,0,0
Tepic,10001053,CPC30R 50k,20,5,0,0
Tepic,10001053,CPC30R 50k,21,5,0,0
Tepic,10001053,CPC30R 50k,22,5,0,0
Tepic,10001053,CPC30R 50k,23,5,0,0
Tepic,10001053,CPC30R 50k,24,5,0,0
Tepic,10001053,CPC30R 50k,25,5,0,0
Tepic,10001053,CPC30R 50k,26,5,0,0
Tepic,10001053,CPC30R 50k,27,5,0,9
Tepic,10001053,CPC30R 50k,28,36,0,0
Tepic,10001053,CPC30R 50k,29,36,0,0
Tepic,10001053,CPC30R 50k,30,36,0,0
Tepic,10001053,CPC30R 50k,31,36,0,0
Tepic,10000969,Impercem 50k,1,48,0,0
Tepic,10000969,Impercem 50k,2,48,0,1
Tepic,10000969,Impercem 50k,3,47,0,1
Tepic,10000969,Impercem 50k,4,46,0,0
Tepic,10000969,Impercem 50k,5,46,0,0
Tepic,10000969,Impercem 50k,6,46,0,0
Tepic,10000969,Impercem 50k,7,46,0,2
Tepic,10000969,Impercem 50k,8,44,0,0
Tepic,10000969,Impercem 50k,9,44,0,0
Tepic,10000969,Impercem 50k,10,44,0,4
Tepic,10000969,Impercem 50k,11,40,0,0
Tepic,10000969,Impercem 50k,12,40,0,0
Tepic,10000969,Impercem 50k,13,40,0,0
Tepic,10000969,Impercem 50k,14,40,0,21
Tepic,10000969,Impercem 50k,15,20,0,7
Tepic,10000969,Impercem 50k,16,13,0,1
Tepic,10000969,Impercem 50k,17,12,0,0
Tepic,10000969,Impercem 50k,18,12,0,0
Tepic,10000969,Impercem 50k,19,12,14,0
Tepic,10000969,Impercem 50k,20,12,14,0
Tepic,10000969,Impercem 50k,21,26,0,0
Tepic,10000969,Impercem 50k,22,26,0,0
Tepic,10000969,Impercem 50k,23,26,0,6
Tepic,10000969,Impercem 50k,24,20,0,3
Tepic,10000969,Impercem 50k,25,17,0,0
Tepic,10000969,Impercem 50k,26,19,0,0
Tepic,10000969,Impercem 50k,27,19,0,11
Tepic,10000969,Impercem 50k,28,8,0,1
Tepic,10000969,Impercem 50k,29,7,20,10
Tepic,10000969,Impercem 50k,30,17,0,0
Tepic,10000969,Impercem 50k,31,17,0,5
Tepic,10002066,CPC30R 50k,1,273,186,0
Tepic,10002066,CPC30R 50k,2,273,374,356
Tepic,10002066,CPC30R 50k,3,379,99,303
Tepic,10002066,CPC30R 50k,4,224,99,189
Tepic,10002066,CPC30R 50k,5,184,100,0
Tepic,10002066,CPC30R 50k,6,184,276,345
Tepic,10002066,CPC30R 50k,7,115,136,203
Tepic,10002066,CPC30R 50k,8,172,88,262
Tepic,10002066,CPC30R 50k,9,136,88,223
Tepic,10002066,CPC30R 50k,10,87,72,221
Tepic,10002066,CPC30R 50k,11,160,162,34
Tepic,10002066,CPC30R 50k,12,466,286,0
Tepic,10002066,CPC30R 50k,13,466,286,323
Tepic,10002066,CPC30R 50k,14,503,38,260
Tepic,10002066,CPC30R 50k,15,381,50,291
Tepic,10002066,CPC30R 50k,16,279,310,236
Tepic,10002066,CPC30R 50k,17,457,52,172
Tepic,10002066,CPC30R 50k,18,523,155,110
Tepic,10002066,CPC30R 50k,19,689,276,0
Tepic,10002066,CPC30R 50k,20,689,276,292
Tepic,10002066,CPC30R 50k,21,747,36,247
Tepic,10002066,CPC30R 50k,22,712,88,223
Tepic,10002066,CPC30R 50k,23,677,100,273
Tepic,10002066,CPC30R 50k,24,542,50,318
Tepic,10002066,CPC30R 50k,25,374,86,137
Tepic,10002066,CPC30R 50k,26,323,171,0
Tepic,10002066,CPC30R 50k,27,323,171,296
Tepic,10002066,CPC30R 50k,28,244,50,331
Tepic,10002066,CPC30R 50k,29,90,50,215
Tepic,10002066,CPC30R 50k,30,106,139,329
Tepic,10002066,CPC30R 50k,31,200,173,516
Tepic,10029384,CPC30R 25k,17,0,36,0
Tepic,10029384,CPC30R 25k,18,36,36,20
Tepic,10029384,CPC30R 25k,19,52,0,0
Tepic,10029384,CPC30R 25k,20,52,0,1
Tepic,10029384,CPC30R 25k,21,51,0,0
Tepic,10029384,CPC30R 25k,22,51,0,12
Tepic,10029384,CPC30R 25k,23,40,0,26
Tepic,10029384,CPC30R 25k,24,14,0,3
Tepic,10029384,CPC30R 25k,25,11,0,10
Tepic,10029384,CPC30R 25k,26,1,0,0
Tepic,10029384,CPC30R 25k,27,1,0,0
Tepic,10029384,CPC30R 25k,28,1,0,0
Tepic,10029384,CPC30R 25k,29,1,0,1
Tepic,10029384,CPC30R 25k,30,48,0,20
Tepic,10029384,CPC30R 25k,31,28,0,21
Tepic,10042669,Bco CPC30R 25k,1,42,0,0
Tepic,10042669,Bco CPC30R 25k,2,42,0,2
Tepic,10042669,Bco CPC30R 25k,3,40,0,0
Tepic,10042669,Bco CPC30R 25k,4,39,0,0
Tepic,10042669,Bco CPC30R 25k,5,39,0,0
Tepic,10042669,Bco CPC30R 25k,6,39,0,3
Tepic,10042669,Bco CPC30R 25k,7,37,0,0
Tepic,10042669,Bco CPC30R 25k,8,37,0,1
Tepic,10042669,Bco CPC30R 25k,9,36,0,0
Tepic,10042669,Bco CPC30R 25k,10,36,0,2
Tepic,10042669,Bco CPC30R 25k,11,34,0,0
Tepic,10042669,Bco CPC30R 25k,12,34,0,0
Tepic,10042669,Bco CPC30R 25k,13,34,0,2
Tepic,10042669,Bco CPC30R 25k,14,33,0,1
Tepic,10042669,Bco CPC30R 25k,15,32,22,3
Tepic,10042669,Bco CPC30R 25k,16,51,0,2
Tepic,10042669,Bco CPC30R 25k,17,49,0,2
Tepic,10042669,Bco CPC30R 25k,18,47,0,0
Tepic,10042669,Bco CPC30R 25k,19,47,0,0
Tepic,10042669,Bco CPC30R 25k,20,47,0,2
